# Constructed from biom file
#OTU ID	S2406	S2408	S2419	S2421
1b15d38924f1a8a2c5aa72dd12e60048	12.0	11.0	0.0	0.0
5e9e025429b4479ba1c2396a26db5ad3	11.0	7.0	0.0	5.0
54b5f4d902f9a7d8da0ea72644bc1254	0.0	7.0	0.0	16.0
58ab246856409f09c184c67a01d2fc33	0.0	0.0	9.0	14.0
f36c50279a8fa1c121cb9dda1ab1cb42	0.0	0.0	0.0	23.0
ca176c28265382e88b4f3892cff9de67	6.0	6.0	4.0	6.0
d0dad971506647d25b7ec3c857964526	0.0	0.0	0.0	22.0
89e8f050be302b3f857d15b2e106e602	21.0	0.0	0.0	0.0
4608fae4bbc9964cdd17af8782f2155e	11.0	0.0	0.0	10.0
02f65f119c17f04316b1f1f86886ad42	4.0	12.0	5.0	0.0
6ee6268f2a1243cf553227bc87aa213a	0.0	11.0	10.0	0.0
fc53f4c6401c6a2fb8190bdb3bb60648	0.0	10.0	0.0	11.0
4dd00cc22ca2f0edc77bc6505e5dd816	0.0	9.0	3.0	9.0
50264f300bdd8f26f9b11d457847a2d1	0.0	0.0	0.0	21.0
c1121da58781fa3b0503ec96b242c431	0.0	0.0	0.0	21.0
c43ccad8f58430e360c76332e20e3172	0.0	0.0	0.0	21.0
12685c5c242962f0158f7f5098b40221	3.0	12.0	5.0	0.0
649f026cd615015b1c0f8e760d309122	19.0	0.0	0.0	0.0
f882939b57994c5a6436ea0d6ad767e7	7.0	8.0	4.0	0.0
9e806754463f9132a5c594ecdb2f3e6e	0.0	19.0	0.0	0.0
3e66e93dcc887df068188b2b44894c4f	0.0	12.0	7.0	0.0
b8a9921fcfd131bcea427ed77f6d47da	0.0	0.0	11.0	8.0
ea5e2b178bb09c7892aa3277bcdaeb3c	0.0	0.0	0.0	19.0
806da84a4d3359c4137830fbb8a2cf63	0.0	0.0	0.0	19.0
fb730ed262e51787cf3815bd7a35c783	0.0	0.0	0.0	19.0
d695f752e0a9597ce056c80ce3347e01	18.0	0.0	0.0	0.0
feca81a7fe343c148a92304ce19b0084	6.0	0.0	0.0	12.0
14fce2a56aa0fc89d3e4cfb8960e19bc	0.0	18.0	0.0	0.0
50fb93dad525b440dc193bc631872eba	0.0	0.0	18.0	0.0
ef0c7928901deab56b8d8abef337ac5c	0.0	0.0	18.0	0.0
66dfa36b8714695831ec4e25503bf0f0	0.0	0.0	18.0	0.0
afbfae0082901d134aa8935f1525b028	0.0	0.0	0.0	18.0
1c89aa5de521d81b515516e2aad776b5	0.0	0.0	0.0	18.0
b0c140b2ef121daf508fa768cc7dfa8a	0.0	0.0	0.0	18.0
16b5e084ce3fa000b8baf838d1651cac	0.0	0.0	0.0	18.0
f8649e7df764634b727bbb7fe549f2f8	17.0	0.0	0.0	0.0
93a30f172fc69a8c69b33be4965c8ffe	17.0	0.0	0.0	0.0
8a983ba4b750ae67eb9688f582d58d1e	6.0	0.0	7.0	4.0
bf579d95185aa2fd11fe8bab16f121dc	6.0	0.0	0.0	11.0
ad4cba5280fb47cbebea01e7031af61c	0.0	17.0	0.0	0.0
0ab31f7e797f551227445f0fd40c40d2	0.0	17.0	0.0	0.0
f9c97adffa7ac976f53976a689e9885c	0.0	14.0	3.0	0.0
c85d1b78dc8077b2d72f6ffe73fd4783	0.0	5.0	12.0	0.0
c39e15de7f8295ecfed0969cd53b2126	0.0	0.0	0.0	17.0
62b0bf21cce919c492e653ba630b9ea5	16.0	0.0	0.0	0.0
0e7f46872a517225849a2a910cef5633	10.0	6.0	0.0	0.0
708b5ba525a9eff28d8a1318d7a7c2be	8.0	0.0	8.0	0.0
acccb7cec4d146864bc11d37da55dcd0	0.0	16.0	0.0	0.0
1d495e722a3635a10b655a44f9946769	0.0	6.0	2.0	8.0
1284ae8585ceb81def7a4e68fbbf474f	0.0	5.0	4.0	7.0
1a56ad3ec2b87cfbeaba8976be08b4b9	0.0	0.0	16.0	0.0
cc761daf51f27c423da57f3f1f0ff5cc	0.0	0.0	0.0	16.0
066884a56c0d85658e85fec48fa61ff0	4.0	6.0	0.0	5.0
a55775644720c5a788088df98affe216	0.0	0.0	15.0	0.0
a652f496fb4f9105e6797d717c3926ef	0.0	0.0	15.0	0.0
ac68c7c702432c26bc13677cb4c1ea8f	0.0	0.0	0.0	15.0
4eb60f2c4b4c6435cc58e6b9873b6fad	0.0	0.0	0.0	15.0
b8f64099026ffffde7cd2c6aa4642240	0.0	0.0	0.0	15.0
7ebbb1e6f79a2910951c191a4bf1df66	14.0	0.0	0.0	0.0
ef16095df7059908c0fddbfc1516d001	9.0	0.0	5.0	0.0
f4c55ea3d30a5381aa3ac89d6121b33a	7.0	0.0	0.0	7.0
565d333a7d19b661910f936a673bb08c	4.0	5.0	5.0	0.0
6c2a581326077ce9b49411ef1d763cee	3.0	5.0	6.0	0.0
c1dfa382eef43fd5f92771aa57552dc7	0.0	14.0	0.0	0.0
95106f2ad602745a27f3e20249d724d0	0.0	9.0	0.0	5.0
dc9f077229b54b9c6d8fad0d5027b5b2	0.0	0.0	14.0	0.0
62a8e1b3e5bc78c9552474f65dc12285	0.0	0.0	0.0	14.0
1b94537f64287d18fb2164348c4039a5	0.0	0.0	0.0	14.0
6e4b50a611f333bfb12f3b9a4a9e8b61	0.0	0.0	0.0	14.0
3094291929e964da48e252380c1edc6a	0.0	0.0	0.0	14.0
6b1a55fe3ba91b2d995aa58d553df11f	0.0	0.0	0.0	14.0
0ea735d6bc2211809e0cd313220b7a80	5.0	5.0	3.0	0.0
038cd699389e8b93b37532dfa181f762	4.0	5.0	4.0	0.0
33a198a979ec6f8252b36eb5ae643d5e	0.0	13.0	0.0	0.0
3c70a6836188aa560a2d934414dbde9c	0.0	13.0	0.0	0.0
94364452b4f4c84290ae9f09fafd4fb9	0.0	6.0	0.0	7.0
754c7c6f3b6988d240275e2f44436292	0.0	0.0	0.0	13.0
c8f5b3a0af7ae18f0899963334cdf226	0.0	0.0	0.0	13.0
04c113f9026c6fec18e0454e1b3f4fb7	12.0	0.0	0.0	0.0
6aa2b8dae34c215ace8baa51ea39b601	12.0	0.0	0.0	0.0
d87fb67b7efe9c6f71ae2ac05e4220d4	12.0	0.0	0.0	0.0
54989b87d6b2fc103b0033db46769e62	6.0	0.0	6.0	0.0
012fbcbaf8ca7dd1a17bf6b2a4c2689a	5.0	7.0	0.0	0.0
a528992016a29f9aaa9001a30730e1b6	0.0	12.0	0.0	0.0
7270c60732cdcb6ab17fa2aa44d843b0	0.0	12.0	0.0	0.0
d11aa0bb164697604e1c10818fac1fc6	0.0	12.0	0.0	0.0
9af3467db68cf6063627304cecd46a65	0.0	0.0	12.0	0.0
2d3462ea0a9607296e6625812612002a	0.0	0.0	12.0	0.0
43622a1936d5cb06f50b230db4d4410b	0.0	0.0	5.0	7.0
90acf5342e2863b3354fa19fa2440630	0.0	0.0	0.0	12.0
1c87e1c32ca897cf41cb7dab51b7b569	0.0	0.0	0.0	12.0
f2fd9d7b74d80ad0cc6f3439e6325d27	0.0	0.0	0.0	12.0
9f04d4582c00cc1372a4a536aaa64d65	0.0	0.0	0.0	12.0
2207b2c984b2678293a0140e6b4a96ad	0.0	0.0	0.0	12.0
f73cbeb3fa10ce453f53ed7bb531970f	11.0	0.0	0.0	0.0
47f2617de53ce85d035fd4d1cc587272	11.0	0.0	0.0	0.0
050b4bac69897377b343771b41c8d813	5.0	0.0	6.0	0.0
07c9e40a1045b5b17946d7f17341f30e	4.0	7.0	0.0	0.0
a5938937fa9dae85ea6c9a494cd71781	0.0	11.0	0.0	0.0
ffd87a7ece0355563a2ce5b4f21a645a	0.0	11.0	0.0	0.0
f47beff0fc3748fcf424bf33bc490cf2	0.0	0.0	11.0	0.0
4b35f61d34c5382a0eb31e09963c019f	0.0	0.0	0.0	11.0
aeb6bbaaf2a9a122dffd8bb22e4a0362	0.0	0.0	0.0	11.0
833d619b70b86d87f185a0c98ac2fe57	0.0	0.0	0.0	11.0
c1d41226b6c69d71adf215c9683aa2a2	10.0	0.0	0.0	0.0
3725e63715d30df08b67d09db5ca80c4	4.0	6.0	0.0	0.0
b5403e3d3e7f5a219e1fbe3cceee2261	0.0	10.0	0.0	0.0
6376ea6dab7d0fde3cd66f53b57e1484	0.0	10.0	0.0	0.0
c863435a912d53648c0640f9ae8f523c	0.0	0.0	4.0	6.0
f56a13506abd1492f19b0a402f910fef	0.0	0.0	0.0	10.0
e8df8d6e48c5ab71ce0c7d7602f93acb	0.0	0.0	0.0	10.0
8c83fe5d444479bd20ab5ab54d7c689e	0.0	0.0	0.0	10.0
c65c243a4d5acdad3b66e358db7b25e7	9.0	0.0	0.0	0.0
b49d57f00eef48bf2f5bcc55bf117794	9.0	0.0	0.0	0.0
225dd5e5a5487874024cbea6c091dcde	9.0	0.0	0.0	0.0
6c3fb343f46983254cdb83e99fa07a49	9.0	0.0	0.0	0.0
30c501aec1d53bb221012c295551045a	9.0	0.0	0.0	0.0
ddfd49f939f92958b1ec816741055348	9.0	0.0	0.0	0.0
db4edacaeaee06a92bf5b2c055519415	9.0	0.0	0.0	0.0
ede15fb563222a59b54464ff3857badb	9.0	0.0	0.0	0.0
032b20de9b7225cc53631e7f55fdf158	9.0	0.0	0.0	0.0
588d44e872e3347bc80a3e69abb9052e	4.0	3.0	0.0	2.0
1270da80cc0e29e38d735c7f38a145a3	3.0	0.0	6.0	0.0
dc3b20acc4ee91e4e37909faa931a478	0.0	9.0	0.0	0.0
d5a417935742f781059e1704f7f20b70	0.0	9.0	0.0	0.0
118e59a9dce4c2d6d7d3d6bc2ef67533	0.0	9.0	0.0	0.0
faf1029d37956293b35d5c395a5297c1	0.0	3.0	0.0	6.0
2653f9a6e90d957c951070035e6edeea	0.0	0.0	9.0	0.0
d829bee4984f82ffc2453212157caf96	0.0	0.0	0.0	9.0
a0398bf51b38e9ad4dbf5249e001f04a	0.0	0.0	0.0	9.0
2d16d001e21717f960cf771ae879b1dd	0.0	0.0	0.0	9.0
f98debb75a37c5b06ba598a461fbd1bf	0.0	0.0	0.0	9.0
81366728ae379b4b35c4874f5bed47db	0.0	0.0	0.0	9.0
443a1b6e9bb8b8434623dbabf8c5a719	0.0	0.0	0.0	9.0
a0b84d1e743c5c63fa472ebb0e5f920e	0.0	0.0	0.0	9.0
578b76ca946d93c821b9ba6e0098a168	8.0	0.0	0.0	0.0
a34c67c3e970be24a82f8b4c537c08ed	0.0	8.0	0.0	0.0
cc82adf4f53373a21e357770409484f8	0.0	0.0	8.0	0.0
d23da00a4280f20607db0b526f2b77b4	0.0	0.0	0.0	8.0
352246a6b944693ad640a1be7ead4af7	0.0	0.0	0.0	8.0
c898f228c43438c21516365c3ccb6376	0.0	0.0	0.0	8.0
05f327ab211d82a4996a29667b746a73	7.0	0.0	0.0	0.0
79b3b6c751c001ddeb49b14eb3cba615	7.0	0.0	0.0	0.0
8d2ae46c1067103558ab0435c8d38eae	5.0	2.0	0.0	0.0
81948a2f9ae167d8875fe3235e281b5c	3.0	4.0	0.0	0.0
ba774432cea724a9df46d7aad4fbc4bd	0.0	7.0	0.0	0.0
5c85881f3c22061d325317a85fb5f326	0.0	3.0	0.0	4.0
3a2ee79463550d3ca46aee721deea8d5	0.0	0.0	7.0	0.0
23e7bb98a13540861c409331c4052a67	0.0	0.0	0.0	7.0
be13978f8c493d96b1100e4d896a847b	0.0	0.0	0.0	7.0
5d79337f7ac6e99f94d1504745040990	6.0	0.0	0.0	0.0
68d5901376043b0cf4f847284b53b740	6.0	0.0	0.0	0.0
3dc5f9d1b6c7f68aa43b42f78ac60999	6.0	0.0	0.0	0.0
cb5b9907447a49154182dee3ea78d16e	6.0	0.0	0.0	0.0
05c3933fb9df6266d8c00a16d5d45daa	0.0	6.0	0.0	0.0
81bc68b1f5ea92f5440ffab967438731	0.0	6.0	0.0	0.0
0b8058d5cd302b3caa627d7023cc62f4	0.0	0.0	6.0	0.0
ea8a5786215c8b19a0fd5b49825d554e	0.0	0.0	6.0	0.0
95eb35447772fc49232640095249518a	0.0	0.0	0.0	6.0
e7cd8062cfe28b5e146051c184716244	0.0	0.0	0.0	6.0
63a5fde9a24881f45dab5d0513e88d65	0.0	0.0	0.0	6.0
560859414b86c10a44c3ec7dc1b85c8e	0.0	0.0	0.0	6.0
887070b273e401be76c2a78bdc542aa0	0.0	0.0	0.0	6.0
bb044afc7e278288d3bc7202d97a8070	0.0	0.0	0.0	6.0
6e4e87ec10a100d06216368899eacc04	5.0	0.0	0.0	0.0
b99659495034c39b4c3827449389b497	5.0	0.0	0.0	0.0
